canonical_lock_hash,capacity__mean_target_input_capacity_shannon,capacity__mean_target_output_capacity_shannon,capacity__median_abs_target_delta_shannon,capacity__target_input_capacity_shannon,capacity__target_net_capacity_delta_shannon,capacity__target_output_capacity_shannon,capacity_support,collection_state,detail_coverage,detail_status,evidence_state,feature_schema_version,input_resolution_ratio,input_resolution_status,legacy_proxy_label,lifetime_tx_count,listing_coverage,listing_status,observation_boundary_status,observation_contract_version,observation_window_id,population_version,rule__BATCH_DISTRIBUTION__score,rule__BATCH_DISTRIBUTION__state,rule__FAN_IN_COLLECTION__score,rule__FAN_IN_COLLECTION__state,rule__PERIODIC_EXECUTION__score,rule__PERIODIC_EXECUTION__state,rule_version,sampling_stratum,scripts__cells_with_full_script,scripts__full_script_coverage_ratio,scripts__script_family_counts,scripts__total_cells,scripts_support,templates__dominant_template_ratio,templates__template_entropy,templates__template_repeat_ratio,templates__template_transition_entropy,templates__unique_template_count,templates_support,temporal__active_hour_entropy,temporal__active_weekday_entropy,temporal__burstiness,temporal__dominant_period_seconds,temporal__interarrival_cv,temporal__interarrival_mean_seconds,temporal__interarrival_median_seconds,temporal__interarrival_std_seconds,temporal__interval_repeat_ratio,temporal__n_observed_transactions,temporal__periodicity_strength,temporal__phase_stability,temporal_support,topology__cell_consolidation_ratio,topology__cell_fragmentation_ratio,topology__fanin_transaction_ratio,topology__fanout_transaction_ratio,topology__many_to_many_ratio,topology__max_input_cells_per_tx,topology__max_output_cells_per_tx,topology__mean_external_input_locks,topology__mean_external_output_locks,topology__mean_input_cells_per_tx,topology__mean_output_cells_per_tx,topology__topology_entropy,topology__topology_repeat_ratio,topology_support,transaction_count_30d,wallet
,5000000000,8333324619.666667,15000000000,15000000000,9999973859,24999973859,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},9,PARTIAL,0.3333333333333333,1.584962500721156,0.0,1.0,3,SUPPORTED,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0.3333333333333333,0.0,0.0,0.0,0.0,3,2,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,SUPPORTED,3,ckb1qqcz6dvc97r9a097mwdfxc8yq5cw6v4dhrsskshmhecdsvf07l8d7qw3smwpw49khlnp34vzdfg27rsau0fpnx4eq8u6l4fzucydmsjkfy7jfem9
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qqqqlpcx9gh7nw62dnz82gfw5ygpfwzdavewqd67u50xa39920sqjqgu5dwttldyh42zuuweffk47nqdy4wk6ma6w0zpeazay6f7txesw2ksqqqqzqqqqqpsqqqqqwqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq82qqqqq2qqqqqxsqqqqrfqqqqqugqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp4qqqqqyqqqqqrqqqqqqcsqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh6ry0r
,,,,,,,,FAILED_INVALID_ADDRESS,,,UNRESOLVED,ckb-behaviour-features-v1,,,,,,,,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,,,,,,ckb-transparent-rules-v1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ckb1qqqqlpcx9gh7nw62dnz82gfw5ygpfwzdavewqd67u50xa39920sqjqgu5dwttldyh42zuuweffk47nqdy4wk6ma6w0zpeazay6f7txesw2ksqqqqzqqqqqpsqqqqqwqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq82qqqqq2qqqqqxsqqqqrfqqqqqugqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqp4qqqqqyqqqqqrqqqqqqcsqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqh6ry0r	unusually long (393 chars) -- likely not a real wallet
,133271000163867.8,132546397619647.6,819391906121,666355000819339,-3623012721101,662731988098238,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,bot_like,8084,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,1.0,SUPPORTED,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,5000+,27,0.5192307692307693,"{""UNKNOWN"": 27}",52,SUPPORTED,0.2,2.321928094887362,0.0,2.0,5,SUPPORTED,-0.0,-0.0,-0.04865695855951347,,0.9072013814196188,154.75,88.5,140.389413774686,0.0,5,,,SUPPORTED,0.0,0.4,1.0,1.0,1.0,5,6,3,3,5,5.4,0.9709505944546686,0.6,SUPPORTED,5,ckb1qqunmue4ncels5qse4j6839yy68h9k27c6cyj7q6j9kxsze3a2dgsqdc96g88lhq0ww27cjlp0j960kqvxlzyyhww4pyhk5ztgzaem7q5s6rs7mt
,15993356501283.625,13182377460509.25,2301929570046.5,127946852010269,-22487832326195,105459019684074,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,1.0,SUPPORTED,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,40,0.5,"{""UNKNOWN"": 40}",80,SUPPORTED,0.125,3.0,0.0,2.8073549220576037,8,SUPPORTED,0.11855373803255766,-0.0,0.4196459315799051,89,2.4461721022213645,87487.71428571429,89,214010.0059728278,0.14285714285714285,8,0.7300759263328914,0.5218368031461065,SUPPORTED,0.0,0.0,1.0,1.0,1.0,5,5,3,3,5,5,0.0,1.0,SUPPORTED,8,ckb1qqunmue4ncels5qse4j6839yy68h9k27c6cyj7q6j9kxsze3a2dgsqvcg4qnx88s32fzxpeldkc9daejv92lx2yupu5ahmqkdhwlhm9qksdws8hd
,15000000000,15000000000,0.0,450000000000,0,450000000000,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.6666666666666666,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,90,0.6,"{""UNKNOWN"": 90}",150,SUPPORTED,0.03333333333333333,4.906890595608519,0.0,4.857980995127572,30,SUPPORTED,0.7705438296220996,0.8939680826222827,0.17203668660161564,15102,1.4155659648625958,70866.24137931035,15102,100315.83935428906,0.034482758620689655,30,0.37246301521644637,0.2320397443911292,SUPPORTED,0.0,1.0,1.0,1.0,1.0,2,3,1,2,2,3,0.0,1.0,SUPPORTED,30,ckb1qr2g8yj3vrjzx2evk20szt5rszmmvykhrn6w0xv3ga4khnmpqu6lvqq3u8mhh
,29367747987404.668,33773230986794.668,280000000000,88103243962214,13216448998170,101319692960384,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},21,PARTIAL,0.3333333333333333,1.584962500721156,0.0,1.0,3,SUPPORTED,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,10,2,0.6666666666666666,1,5,2,1.0,0.3333333333333333,SUPPORTED,3,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq82w09dxh4f3gl6se95l7k0g3n3wjjsgdstzvp4c
,309362725967,303062724135,6300001832,309362725967,-6300001832,303062724135,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},3,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq84zvv7khuuad70n45llzf9p6zahk9680sw2qed8
,7827028904.8,7827027962.8,6300000942.0,234810867144,-28260,234810838884,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.3333333333333333,PARTIAL,1.0,SUPPORTED,ckb-transparent-rules-v1,unknown,0,0.0,{},120,PARTIAL,0.26666666666666666,1.9967916319816368,1.0,1.9974826032927555,4,SUPPORTED,0.25016493498306364,0.9972309552488496,-0.6135439684226063,86188,0.23950759269063576,86343.13793103448,86188,20679.83711121759,0.7931034482758621,30,0.9800594801490189,0.8755852636975128,SUPPORTED,0.0,0.0,0.0,0.5,0.0,2,2,0.5,1,2,2,1.0,0.5,SUPPORTED,30,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8897n3kut095xgled9dpczz0t7hg7w87un0vrnk
,,,,,,,INSUFFICIENT_EVIDENCE,FAILED_RETRY_EXHAUSTED,,complete,PARTIAL,ckb-behaviour-features-v1,,not_applicable,,,,incomplete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq88k0gf2lakdjuntl04ux2mjyalezj598vqnuj2y
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,49,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,11-50,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq899vvrx27ql0lgaj7x39zamtj8m5twumgvv6h4q
,237517187526.52173,530421454679.7826,57541,5462895313110,6736798144525,12199693457635,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,28,0.4375,"{""UNKNOWN"": 28}",64,SUPPORTED,0.043478260869565216,4.523561956057013,0.0,4.459431618637297,23,SUPPORTED,0.12183946397911301,0.0919081041864507,0.5244934606533962,102.0,3.2060409994533634,66830.86363636363,102.0,214262.4888470587,0.09090909090909091,23,0.6125062831380046,0.1682826889326457,SUPPORTED,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,10,3,0.08695652173913043,0.043478260869565216,1.565217391304348,1.2173913043478262,0.5052636515984086,0.782608695652174,SUPPORTED,23,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq89qeq8sz02jymcmc8nm5qsfmwyxtvqemvnunp36
,305208389667.06665,334886574577.06665,1884.0,9156251690012,890345547300,10046597237312,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,1.0,SUPPORTED,ckb-transparent-rules-v1,unknown,0,0.0,{},118,PARTIAL,0.3333333333333333,2.175279365539379,0.8666666666666667,2.642848893143865,7,SUPPORTED,0.5116566488375539,0.9894535033977967,-0.491702051980212,86520,0.34075031762879865,86455.27586206897,86520,29459.66271068541,0.4827586206896552,30,0.9424309272353938,0.8541955308208469,SUPPORTED,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,2,2,0.06666666666666667,0.1,1.9333333333333333,2,0.3588294465509664,0.8666666666666667,SUPPORTED,30,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq89s0k62mh0xf6hn8cc20wunuarrumudx5nwq9uk
,70333332723.33333,102999978104.66667,15000001830,210999998170,97999936144,308999934314,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,1,0.1111111111111111,"{""UNKNOWN"": 1}",9,SUPPORTED,0.3333333333333333,1.584962500721156,0.0,1.0,3,SUPPORTED,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1,2,0.3333333333333333,0.6666666666666666,1,2,1.0,0.3333333333333333,SUPPORTED,3,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8crqpcx3nq9p23h8ep5zzpga67ygfd73scdttd5
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,,201,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,201-500,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8ewlgvype9t2vwu4dqzfv73zkdf8lql6s85hu6t
,11996660173139.777,8195334065699.611,99583257181.0,215939883116516,-68423869933923,147516013182593,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.0,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,20,0.3225806451612903,"{""NERVOS_DAO"": 20}",62,SUPPORTED,0.3333333333333333,2.4466166676282084,0.6666666666666666,3.6168746059562213,8,SUPPORTED,0.6579935376335244,0.8598249708321245,0.04690166722005436,76666.5,1.0984193668312359,127588.875,76666.5,140146.0912922097,0.125,18,0.3691171162651018,0.26055147801318085,SUPPORTED,0.1111111111111111,0.0,0.0,0.2777777777777778,0.0,3,2,0,0.2777777777777778,1.7777777777777777,1.6666666666666667,0.9206250851407773,0.3888888888888889,SUPPORTED,18,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8gauytada8x688zt0makt3pjmdaad6u8uym77ef
,0,6300000000,6300000000,0,6300000000,6300000000,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},3,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8hrnm86uy32m0wv24eqwyvl4crudtnc3yu82y8n
,301553305306.625,296978291068.25,6100001830.0,4824852884906,-73200227814,4751652657092,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.3333333333333333,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,0,0.0,{},55,PARTIAL,0.75,1.311278124459133,0.75,1.6922718656836104,5,SUPPORTED,0.6712856496930305,0.9459577203309796,-0.29527705703437973,134967,0.5440712001640242,143093.93333333332,134967,77853.28804485753,0.06666666666666667,16,0.6719600163406032,0.09829514050030619,SUPPORTED,0.0625,0.8125,0.0,0.9375,0.0,7,2,0.0625,1,1.4375,2,0.4966963645051813,0.8125,SUPPORTED,16,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8jjta82sj7lcz5ewruppmfrrvtg9nh4vvg5klxg
,747924066529.8,741824064696.3334,6100001830.0,22437721995894,-183000055004,22254721940890,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,352,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.6666666666666666,PARTIAL,0.3333333333333333,PARTIAL,1.0,SUPPORTED,ckb-transparent-rules-v1,201-500,0,0.0,{},92,PARTIAL,0.4666666666666667,2.73012496531497,0.8666666666666667,4.2541956501507805,11,SUPPORTED,0.3536073474269914,0.9972309552488496,-0.88511484280829,86392,0.06094332004758049,87024.75862068965,86392,5303.577716684129,0.8275862068965517,30,0.978870283618958,0.9626492080097322,SUPPORTED,0.0,0.9333333333333333,0.0,1.0,0.0,2,2,0,1,1.0666666666666667,2,0.35335933502142136,0.9333333333333333,SUPPORTED,30,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8kwzq44p8ap4zclfc3vfgw5uxqqnegf0u7t0l86
,1000200000000,0,1000200000000,1000200000000,-1000200000000,0,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},2,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8m55rrdckag9e5j8hqdyga0ftpwvauxtcult98p
,4377236601,4377236601,8754473202.0,131317098030,0,131317098030,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,813,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,0.6666666666666666,PARTIAL,ckb-transparent-rules-v1,501-1000,0,0.0,{},60,PARTIAL,0.5,1.0,1.0,0.9991421039919088,2,SUPPORTED,0.6720216208278665,0.9972309552488496,-0.7518804122776293,88355,0.14163043663453564,86444.79310344828,88355,12243.213792023475,0.41379310344827586,30,0.9310003080045386,0.4537189118932207,SUPPORTED,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.5,1,1,1.0,0.5,SUPPORTED,30,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq8t3pqdfg3rnsqe8vgv93d49evdzkvpxcce0ml7v
,,,,,,,INSUFFICIENT_EVIDENCE,COMPLETE,,complete,INSUFFICIENT_EVIDENCE,ckb-behaviour-features-v1,,not_applicable,human_like,33,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,11-50,,,,,INSUFFICIENT_EVIDENCE,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,0,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq90ay9s9atj3rpajv38hnx5nashk3tnstqcu3khf
,48716770482750.766,41141456681849.766,10012347894,633318016275760,-98479079411713,534838936864047,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,3,0.06818181818181818,"{""NERVOS_DAO"": 3}",44,SUPPORTED,0.15384615384615385,3.546593564294939,0.15384615384615385,3.584962500721156,12,SUPPORTED,0.5116403872374721,0.27761001331490837,0.3639997505762631,1516.0,2.1446528547939208,50982.666666666664,1516.0,109340.12161167353,0.0,13,0.37858825283202735,0.26731337201952027,SUPPORTED,0.15384615384615385,0.3076923076923077,0.0,0.46153846153846156,0.0,4,2,0.38461538461538464,0.7692307692307693,1.5384615384615385,1.8461538461538463,0.9064315085556598,0.3076923076923077,SUPPORTED,13,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq92dx9xep8pwxacajpvvlcj4j7tlk9uhng4j74ms
,997527937650.5,999851715031.6875,58238.5,15960447002408,37180438099,15997627440507,SUPPORTED,COMPLETE,1.0,complete,SUPPORTED,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.0,PARTIAL,0.0,PARTIAL,0.0,PARTIAL,ckb-transparent-rules-v1,unknown,21,0.39622641509433965,"{""NERVOS_DAO"": 21}",53,SUPPORTED,0.4375,2.771782221599798,0.4375,3.589898095464288,10,SUPPORTED,0.5416529781767536,0.5975095171079853,0.12809416721413233,31753.5,1.2938256917145572,166512.5,31753.5,215438.1504916202,0.0,16,0.36825616192682603,0.2679206614495439,SUPPORTED,0.125,0.0,0.0,0.0,0.0,4,2,0,0,1.75,1.5625,0.7717822215997981,0.4375,SUPPORTED,16,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq94q52uky0frd8sge5jnfwnm89zclmrg35ltra3y
,80780033414.51613,77554225080.58064,1884,2504181035850,-100000058352,2404180977498,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,0.3333333333333333,PARTIAL,0.3333333333333333,PARTIAL,1.0,SUPPORTED,ckb-transparent-rules-v1,unknown,0,0.0,{},123,PARTIAL,0.25806451612903225,2.7231879407504183,0.8709677419354839,3.4662478973127313,9,SUPPORTED,0.07527156762801669,0.9968189734696425,-0.6853267934269635,86333.0,0.1867134657802338,83513.83333333333,86333.0,15593.15726225948,0.9,31,0.9927752317803419,0.9927725494368879,SUPPORTED,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,2,2,0,0.03225806451612903,1.967741935483871,2,0.25844992786316917,0.9354838709677419,SUPPORTED,31,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq97nlhckh68mupdw9w33xhp4hedejskhxs9ef2y4
,19899999992586,4899699990704,15000300001882,19899999992586,-15000300001882,4899699990704,SUPPORTED,COMPLETE,1.0,complete,PARTIAL,ckb-behaviour-features-v1,1.0,complete,,,1.0,complete,complete,wallet-observation-30d-v1,ckb-mainnet-30d-2026-08-31-v1,ckb-wallet-population-local-v1,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,ckb-transparent-rules-v1,unknown,0,0.0,{},4,PARTIAL,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,,,,,,,,,,,,,,INSUFFICIENT_EVIDENCE,1,ckb1qrgqep8saj8agswr30pls73hra28ry8jlnlc3ejzh3dl2ju7xxpjxqgqq9ef4udwfyuwywlsqwy08wpapagss8ej8yxj50cr
